OCC_CODE1,OCC_CODE2,OCC_TITLE,TOT_EMP,A_MEAN,,
47,5013,"Service Unit Operators, Oil, Gas, and Mining",57180,47540,,
47,5020,"Earth Drillers, Except Oil and Gas",17680,43840,,
47,5021,"Earth Drillers, Except Oil and Gas",17680,43840,,
47,5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",6330,49380,,
47,5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",6330,49380,,
47,5040,Mining Machine Operators,23290,49120,,
47,5041,Continuous Mining Machine Operators,13640,50940,,
47,5042,Mine Cutting and Channeling Machine Operators,6750,46540,,
47,5049,"Mining Machine Operators, All Other",2900,46590,,
47,5050,"Rock Splitters, Quarry",4490,33870,,
47,5051,"Rock Splitters, Quarry",4490,33870,,
47,5060,"Roof Bolters, Mining",6790,54240,,
47,5061,"Roof Bolters, Mining",6790,54240,,
47,5070,"Roustabouts, Oil and Gas",59320,35800,,
47,5071,"Roustabouts, Oil and Gas",59320,35800,,
47,5080,Helpers,,Extraction Workers,25840,33660
47,5081,Helpers,,Extraction Workers,25840,33660
47,5090,Miscellaneous Extraction Workers,9250,39710,,
47,5099,"Extraction Workers, All Other",9250,39710,,
49,0,"Installation, Maintenance, and Repair Occupations",5069590,43870,,
49,1000,"Supervisors of Installation, Maintenance, and Repair Workers",421650,62540,,
49,1010,"First,Line Supervisors of Mechanics, Installers, and Repairers",421650,62540,,
49,1011,"First,Line Supervisors of Mechanics, Installers, and Repairers",421650,62540,,
49,2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",572810,48280,,
49,2010,"Computer, Automated Teller, and Office Machine Repairers",113480,38550,,
49,2011,"Computer, Automated Teller, and Office Machine Repairers",113480,38550,,
49,2020,Radio and Telecommunications Equipment Installers and Repairers,224000,53180,,
49,2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",15780,46260,,
49,2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",208220,53710,,
49,2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",235330,48310,,
49,2091,Avionics Technicians,16810,55440,,
49,2092,"Electric Motor, Power Tool, and Related Repairers",19020,38470,,
49,2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",15530,52850,,
49,2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",66440,52940,,
49,2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23920,67380,,
49,2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",12590,33600,,
49,2097,Electronic Home Entertainment Equipment Installers and Repairers,27050,36940,,
49,2098,Security and Fire Alarm Systems Installers,53960,43210,,
49,3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1438930,40780,,
49,3010,Aircraft Mechanics and Service Technicians,119160,55690,,
49,3011,Aircraft Mechanics and Service Technicians,119160,55690,,
49,3020,Automotive Technicians and Repairers,747210,39460,,
49,3021,Automotive Body and Related Repairers,135610,41840,,
49,3022,Automotive Glass Installers and Repairers,14780,33580,,
49,3023,Automotive Service Technicians and Mechanics,596830,39060,,
49,3030,Bus and Truck Mechanics and Diesel Engine Specialists,230030,43660,,
49,3031,Bus and Truck Mechanics and Diesel Engine Specialists,230030,43660,,
49,3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,163490,44780,,
49,3041,Farm Equipment Mechanics and Service Technicians,34150,35680,,
49,3042,"Mobile Heavy Equipment Mechanics, Except Engines",110200,47140,,
49,3043,Rail Car Repairers,19140,47430,,
49,3050,Small Engine Mechanics,60690,34190,,
49,3051,Motorboat Mechanics and Service Technicians,18380,37140,,
49,3052,Motorcycle Mechanics,14950,34910,,
49,3053,Outdoor Power Equipment and Other Small Engine Mechanics,27350,31820,,
49,3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",118350,26410,,
49,3091,Bicycle Repairers,10490,25250,,
49,3092,Recreational Vehicle Service Technicians,10970,36120,,
49,3093,Tire Repairers and Changers,96880,25440,,
49,9000,"Other Installation, Maintenance, and Repair Occupations",2636210,41600,,
49,9010,Control and Valve Installers and Repairers,56060,48180,,
49,9011,Mechanical Door Repairers,15750,38590,,
49,9012,"Control and Valve Installers and Repairers, Except Mechanical Door",40310,51930,,
49,9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",240480,45830,,
49,9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",240480,45830,,
49,9030,Home Appliance Repairers,34510,37270,,
49,9031,Home Appliance Repairers,34510,37270,,
49,9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",430030,47500,,
49,9041,Industrial Machinery Mechanics,301560,48690,,
49,9043,"Maintenance Workers, Machinery",88450,42190,,
49,9044,Millwrights,38050,50730,,
49,9045,"Refractory Materials Repairers, Except Brickmasons",1970,41870,,
49,9050,Line Installers and Repairers,245480,56670,,
49,9051,Electrical Power,Line Installers and Repairers,112450,62280,
49,9052,Telecommunications Line Installers and Repairers,133040,51920,,
49,9060,Precision Instrument and Equipment Repairers,59930,45960,,
49,9061,Camera and Photographic Equipment Repairers,2590,41750,,
49,9062,Medical Equipment Repairers,35740,46910,,
49,9063,Musical Instrument Repairers and Tuners,7130,33620,,
49,9064,Watch Repairers,2670,39570,,
49,9069,"Precision Instrument and Equipment Repairers, All Other",11800,52880,,
49,9070,"Maintenance and Repair Workers, General",1230270,37190,,
49,9071,"Maintenance and Repair Workers, General",1230270,37190,,
49,9080,Wind Turbine Service Technicians,3200,48320,,
49,9081,Wind Turbine Service Technicians,3200,48320,,
49,9090,"Miscellaneous Installation, Maintenance, and Repair Workers",336260,34690,,
49,9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",36080,32700,,
49,9092,Commercial Divers,3480,54750,,
49,9093,"Fabric Menders, Except Garment",770,28540,,
49,9094,Locksmiths and Safe Repairers,16190,39160,,
49,9095,Manufactured Building and Mobile Home Installers,3310,30160,,
49,9096,Riggers,14690,44590,,
49,9097,Signal and Track Switch Repairers,8600,55390,,
49,9098,"Helpers,,Installation, Maintenance, and Repair Workers",124370,26780,,
49,9099,"Installation, Maintenance, and Repair Workers, All Other",128770,39410,,
51,0,Production Occupations,8594170,34500,,
51,1000,Supervisors of Production Workers,568820,57420,,
51,1010,First,Line Supervisors of Production and Operating Workers,568820,57420,
51,1011,First,Line Supervisors of Production and Operating Workers,568820,57420,
51,2000,Assemblers and Fabricators,1718700,30970,,
51,2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",41180,48520,,
51,2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",41180,48520,,
51,2020,"Electrical, Electronics, and Electromechanical Assemblers",261780,31400,,
51,2021,"Coil Winders, Tapers, and Finishers",14300,32000,,
51,2022,Electrical and Electronic Equipment Assemblers,197500,30970,,
51,2023,Electromechanical Equipment Assemblers,49990,32950,,
51,2030,Engine and Other Machine Assemblers,40750,37730,,
51,2031,Engine and Other Machine Assemblers,40750,37730,,
51,2040,Structural Metal Fabricators and Fitters,78340,37260,,
51,2041,Structural Metal Fabricators and Fitters,78340,37260,,
51,2090,Miscellaneous Assemblers and Fabricators,1296650,29730,,
51,2091,Fiberglass Laminators and Fabricators,17580,29960,,
51,2092,Team Assemblers,1006980,29910,,
51,2093,Timing Device Assemblers and Adjusters,1140,29080,,
51,2099,"Assemblers and Fabricators, All Other",270950,29070,,
51,3000,Food Processing Workers,720970,26380,,
51,3010,Bakers,157230,25060,,
51,3011,Bakers,157230,25060,,
51,3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",372060,26230,,
51,3021,Butchers and Meat Cutters,134210,30000,,
51,3022,"Meat, Poultry, and Fish Cutters and Trimmers",158480,23690,,
51,3023,Slaughterers and Meat Packers,79370,24930,,
51,3090,Miscellaneous Food Processing Workers,191690,27750,,
51,3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20350,29580,,
51,3092,Food Batchmakers,100520,28340,,
51,3093,Food Cooking Machine Operators and Tenders,33250,28090,,
51,3099,"Food Processing Workers, All Other",37570,24880,,
51,4000,Metal Workers and Plastic Workers,1837280,37190,,
51,4010,Computer Control Programmers and Operators,162860,38550,,
51,4011,"Computer,Controlled Machine Tool Operators, Metal and Plastic",138870,36810,,
51,4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",23990,48640,,
51,4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",132800,35300,,
51,4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",74490,34060,,
51,4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",22270,34830,,
51,4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",36040,38160,,
51,4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",333520,32980,,
51,4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",182570,31090,,
51,4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",20660,36020,,
51,4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",69510,33070,,
51,4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37920,37600,,
51,4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",22840,37460,,
51,4040,Machinists,388370,40860,,
51,4041,Machinists,388370,40860,,
51,4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",31140,38590,,
51,4051,Metal,Refining Furnace Operators and Tenders,20520,40060,
51,4052,"Pourers and Casters, Metal",10620,35750,,
51,4060,"Model Makers and Patternmakers, Metal and Plastic",9830,45470,,
51,4061,"Model Makers, Metal and Plastic",5700,46970,,
51,4062,"Patternmakers, Metal and Plastic",4130,43400,,
51,4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",136950,30510,,
51,4071,Foundry Mold and Coremakers,12510,31600,,
51,4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",124440,30400,,
51,4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",85110,35060,,
51,4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",85110,35060,,
51,4110,Tool and Die Makers,76430,48490,,
51,4111,Tool and Die Makers,76430,48490,,
51,4120,"Welding, Soldering, and Brazing Workers",379140,38100,,
51,4121,"Welders, Cutters, Solderers, and Brazers",329710,38410,,
51,4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",49430,36060,,
51,4190,Miscellaneous Metal Workers and Plastic Workers,101120,34820,,
51,4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",21760,35380,,
51,4192,"Layout Workers, Metal and Plastic",12380,42330,,
51,4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",34420,31830,,
51,4194,"Tool Grinders, Filers, and Sharpeners",11950,35560,,
51,4199,"Metal Workers and Plastic Workers, All Other",20620,34280,,
51,5100,Printing Workers,267390,35640,,
51,5110,Printing Workers,267390,35640,,
51,5111,Prepress Technicians and Workers,41420,39020,,
51,5112,Printing Press Operators,173010,36090,,
51,5113,Print Binding and Finishing Workers,52960,31560,,
51,6000,"Textile, Apparel, and Furnishings Workers",575080,24170,,
51,6010,Laundry and Dry,Cleaning Workers,198750,21540,
51,6011,Laundry and Dry,Cleaning Workers,198750,21540,
51,6020,"Pressers, Textile, Garment, and Related Materials",52850,20730,,
51,6021,"Pressers, Textile, Garment, and Related Materials",52850,20730,,
51,6030,Sewing Machine Operators,142380,23110,,
51,6031,Sewing Machine Operators,142380,23110,,
51,6040,Shoe and Leather Workers,9180,25880,,
51,6041,Shoe and Leather Workers and Repairers,5750,26050,,
51,6042,Shoe Machine Operators and Tenders,3420,25600,,
51,6050,"Tailors, Dressmakers, and Sewers",30360,28480,,
51,6051,"Sewers, Hand",5500,25390,,
51,6052,"Tailors, Dressmakers, and Custom Sewers",24870,29170,,
51,6060,"Textile Machine Setters, Operators, and Tenders",75520,26080,,
51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,11350,25520,,
51,6062,"Textile Cutting Machine Setters, Operators, and Tenders",15620,25460,,
51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",21110,26950,,
51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",27440,26010,,
51,6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",66040,32710,,
51,6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",17620,32750,,
51,6092,Fabric and Apparel Patternmakers,6500,44790,,
51,6093,Upholsterers,27840,31750,,
51,6099,"Textile, Apparel, and Furnishings Workers, All Other",14080,28970,,
51,7000,Woodworkers,200680,30140,,
51,7010,Cabinetmakers and Bench Carpenters,78140,32940,,
51,7011,Cabinetmakers and Bench Carpenters,78140,32940,,
51,7020,Furniture Finishers,13740,29900,,
51,7021,Furniture Finishers,13740,29900,,
51,7030,"Model Makers and Patternmakers, Wood",2030,35250,,
51,7031,"Model Makers, Wood",1270,31740,,
51,7032,"Patternmakers, Wood",770,41030,,
51,7040,"Woodworking Machine Setters, Operators, and Tenders",99830,27870,,
51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",38720,27520,,
51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61110,28100,,
51,7090,Miscellaneous Woodworkers,6940,30150,,
51,7099,"Woodworkers, All Other",6940,30150,,
51,8000,Plant and System Operators,308150,54690,,
51,8010,"Power Plant Operators, Distributors, and Dispatchers",60070,68050,,
51,8011,Nuclear Power Reactor Operators,7140,76020,,
51,8012,Power Distributors and Dispatchers,11590,73710,,
51,8013,Power Plant Operators,41350,65080,,
51,8020,Stationary Engineers and Boiler Operators,36350,54860,,
51,8021,Stationary Engineers and Boiler Operators,36350,54860,,
51,8030,Water and Wastewater Treatment Plant and System Operators,108440,44630,,
51,8031,Water and Wastewater Treatment Plant and System Operators,108440,44630,,
51,8090,Miscellaneous Plant and System Operators,103280,57430,,
51,8091,Chemical Plant and System Operators,38170,54150,,
51,8092,Gas Plant Operators,12380,61090,,
51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",41020,60730,,
51,8099,"Plant and System Operators, All Other",11710,52660,,
51,9000,Other Production Occupations,2397100,32100,,
51,9010,"Chemical Processing Machine Setters, Operators, and Tenders",97460,44720,,
51,9011,Chemical Equipment Operators and Tenders,56030,47950,,
51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",41430,40340,,
51,9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",177000,33870,,
51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",29320,33340,,
51,9022,"Grinding and Polishing Workers, Hand",30470,29250,,
51,9023,"Mixing and Blending Machine Setters, Operators, and Tenders",117210,35200,,
51,9030,Cutting Workers,70300,31230,,
51,9031,"Cutters and Trimmers, Hand",13740,26650,,
51,9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",56560,32340,,
51,9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",68080,32880,,
51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",68080,32880,,
51,9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",20140,37080,,
51,9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",20140,37080,,
51,9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",454010,37240,,
51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",454010,37240,,
51,9070,Jewelers and Precious Stone and Metal Workers,22060,38840,,
51,9071,Jewelers and Precious Stone and Metal Workers,22060,38840,,
51,9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",78400,35600,,
51,9081,Dental Laboratory Technicians,36790,39320,,
51,9082,Medical Appliance Technicians,12230,38200,,
51,9083,Ophthalmic Laboratory Technicians,29380,29850,,
51,9110,Packaging and Filling Machine Operators and Tenders,367700,28160,,
51,9111,Packaging and Filling Machine Operators and Tenders,367700,28160,,
51,9120,Painting Workers,142570,35380,,
51,9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",79970,31870,,
51,9122,"Painters, Transportation Equipment",46290,43600,,
51,9123,"Painting, Coating, and Decorating Workers",16310,29270,,
51,9140,Semiconductor Processors,21380,34780,,
51,9141,Semiconductor Processors,21380,34780,,
51,9150,Photographic Process Workers and Processing Machine Operators,45760,26140,,
51,9151,Photographic Process Workers and Processing Machine Operators,45760,26140,,
51,9190,Miscellaneous Production Workers,832240,28270,,
51,9191,Adhesive Bonding Machine Operators and Tenders,16800,31780,,
51,9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",16050,28280,,
51,9193,Cooling and Freezing Equipment Operators and Tenders,8130,30020,,
51,9194,Etchers and Engravers,8610,30230,,
51,9195,"Molders, Shapers, and Casters, Except Metal and Plastic",31010,30770,,
51,9196,"Paper Goods Machine Setters, Operators, and Tenders",95690,35660,,
51,9197,Tire Builders,17360,39340,,
51,9198,Helpers,,Production Workers,419840,24620
51,9199,"Production Workers, All Other",218740,30380,,
53,0,Transportation and Material Moving Occupations,8771690,33590,,
53,1000,Supervisors of Transportation and Material Moving Workers,372930,51620,,
53,1010,Aircraft Cargo Handling Supervisors,6720,50830,,
53,1011,Aircraft Cargo Handling Supervisors,6720,50830,,
53,1020,"First,Line Supervisors of Helpers, Laborers, and Material Movers, Hand",168910,47180,,
53,1021,"First,Line Supervisors of Helpers, Laborers, and Material Movers, Hand",168910,47180,,
53,1030,First,Line Supervisors of Transportation and Material,Moving Machine and Vehicle Operators,197300,55430
53,1031,First,Line Supervisors of Transportation and Material,Moving Machine and Vehicle Operators,197300,55430
53,2000,Air Transportation Workers,216470,83340,,
53,2010,Aircraft Pilots and Flight Engineers,101260,111960,,
53,2011,"Airline Pilots, Copilots, and Flight Engineers",66270,128760,,
53,2012,Commercial Pilots,34990,80140,,
53,2020,Air Traffic Controllers and Airfield Operations Specialists,30250,102670,,
53,2021,Air Traffic Controllers,23260,118430,,
53,2022,Airfield Operations Specialists,6990,50270,,
53,2030,Flight Attendants,84960,42340,,
53,2031,Flight Attendants,84960,42340,,
53,3000,Motor Vehicle Operators,3618180,35090,,
53,3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",18540,24900,,
53,3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",18540,24900,,
53,3020,Bus Drivers,652590,31480,,
53,3021,"Bus Drivers, Transit and Intercity",162840,38470,,
53,3022,"Bus Drivers, School or Special Client",489750,29150,,
53,3030,Driver/Sales Workers and Truck Drivers,2719630,36710,,
53,3031,Driver/Sales Workers,394110,27730,,
53,3032,Heavy and Tractor,Trailer Truck Drivers,1556510,40360,
53,3033,Light Truck or Delivery Services Drivers,769010,33940,,
53,3040,Taxi Drivers and Chauffeurs,167360,25140,,
53,3041,Taxi Drivers and Chauffeurs,167360,25140,,
53,3090,Miscellaneous Motor Vehicle Operators,60050,31510,,
53,3099,"Motor Vehicle Operators, All Other",60050,31510,,
53,4000,Rail Transportation Workers,122720,54280,,
53,4010,Locomotive Engineers and Operators,43810,53260,,
53,4011,Locomotive Engineers,37060,54830,,
53,4012,Locomotive Firers,1580,48550,,
53,4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",5170,43450,,
53,4020,"Railroad Brake, Signal, and Switch Operators",24380,50260,,
53,4021,"Railroad Brake, Signal, and Switch Operators",24380,50260,,
53,4030,Railroad Conductors and Yardmasters,42740,56770,,
53,4031,Railroad Conductors and Yardmasters,42740,56770,,
53,4040,Subway and Streetcar Operators,8750,58220,,
53,4041,Subway and Streetcar Operators,8750,58220,,
53,4090,Miscellaneous Rail Transportation Workers,3040,54930,,
53,4099,"Rail Transportation Workers, All Other",3040,54930,,
53,5000,Water Transportation Workers,76160,58530,,
53,5010,Sailors and Marine Oilers,31500,39760,,
53,5011,Sailors and Marine Oilers,31500,39760,,
53,5020,Ship and Boat Captains and Operators,33900,70610,,
53,5021,"Captains, Mates, and Pilots of Water Vessels",30860,73760,,
53,5022,Motorboat Operators,3040,38560,,
53,5030,Ship Engineers,10760,75480,,
53,5031,Ship Engineers,10760,75480,,
53,6000,Other Transportation Workers,329100,27090,,
53,6010,Bridge and Lock Tenders,3460,43300,,
53,6011,Bridge and Lock Tenders,3460,43300,,
53,6020,Parking Lot Attendants,126520,21540,,
53,6021,Parking Lot Attendants,126520,21540,,
53,6030,Automotive and Watercraft Service Attendants,108510,21600,,
53,6031,Automotive and Watercraft Service Attendants,108510,21600,,
53,6040,Traffic Technicians,6340,42480,,
53,6041,Traffic Technicians,6340,42480,,
53,6050,Transportation Inspectors,24310,66470,,
53,6051,Transportation Inspectors,24310,66470,,
53,6060,"Transportation Attendants, Except Flight Attendants",23790,23960,,
53,6061,"Transportation Attendants, Except Flight Attendants",23790,23960,,
53,6090,Miscellaneous Transportation Workers,36190,34330,,
53,6099,"Transportation Workers, All Other",36190,34330,,
53,7000,Material Moving Workers,4036120,27350,,
53,7010,Conveyor Operators and Tenders,39540,31360,,
53,7011,Conveyor Operators and Tenders,39540,31360,,
53,7020,Crane and Tower Operators,43040,50610,,
53,7021,Crane and Tower Operators,43040,50610,,
53,7030,"Dredge, Excavating, and Loading Machine Operators",49660,42260,,
53,7031,Dredge Operators,1740,43120,,
53,7032,Excavating and Loading Machine and Dragline Operators,45020,41850,,
53,7033,"Loading Machine Operators, Underground Mining",2900,48060,,
53,7040,Hoist and Winch Operators,3050,47710,,
53,7041,Hoist and Winch Operators,3050,47710,,
53,7050,Industrial Truck and Tractor Operators,496570,32090,,
53,7051,Industrial Truck and Tractor Operators,496570,32090,,
53,7060,"Laborers and Material Movers, Hand",3213370,25310,,
53,7061,Cleaners of Vehicles and Equipment,302960,22620,,
53,7062,"Laborers and Freight, Stock, and Material Movers, Hand",2143940,26410,,
53,7063,Machine Feeders and Offbearers,105790,28680,,
53,7064,"Packers and Packagers, Hand",660670,22470,,
53,7070,Pumping Station Operators,30570,47520,,
53,7071,Gas Compressor and Gas Pumping Station Operators,4350,51840,,
53,7072,"Pump Operators, Except Wellhead Pumpers",11870,47590,,
53,7073,Wellhead Pumpers,14350,46140,,
53,7080,Refuse and Recyclable Material Collectors,117670,35230,,
53,7081,Refuse and Recyclable Material Collectors,117670,35230,,
53,7110,Mine Shuttle Car Operators,2990,51310,,
53,7111,Mine Shuttle Car Operators,2990,51310,,
53,7120,"Tank Car, Truck, and Ship Loaders",12390,46400,,
53,7121,"Tank Car, Truck, and Ship Loaders",12390,46400,,
53,7190,Miscellaneous Material Moving Workers,27260,41040,,
53,7199,"Material Moving Workers, All Other",27260,41040,,
